filename,dataset,emotion,actor,filepath
10b09Lb.wav,EmoDB,L,10,processed_emodb\10b09Lb.wav
03a01Nc.wav,EmoDB,N,3,processed_emodb\03a01Nc.wav
03a04Ad.wav,EmoDB,A,3,processed_emodb\03a04Ad.wav
16b03Ta.wav,EmoDB,T,16,processed_emodb\16b03Ta.wav
14b09Fc.wav,EmoDB,F,14,processed_emodb\14b09Fc.wav
14a02Ea.wav,EmoDB,E,14,processed_emodb\14a02Ea.wav
13a05Nb.wav,EmoDB,N,13,processed_emodb\13a05Nb.wav
11a07Ld.wav,EmoDB,L,11,processed_emodb\11a07Ld.wav
14b03Wb.wav,EmoDB,W,14,processed_emodb\14b03Wb.wav
12b02Wa.wav,EmoDB,W,12,processed_emodb\12b02Wa.wav
16a02Ec.wav,EmoDB,E,16,processed_emodb\16a02Ec.wav
12a05Wb.wav,EmoDB,W,12,processed_emodb\12a05Wb.wav
15b09Wb.wav,EmoDB,W,15,processed_emodb\15b09Wb.wav
03a02Fc.wav,EmoDB,F,3,processed_emodb\03a02Fc.wav
11a05Fb.wav,EmoDB,F,11,processed_emodb\11a05Fb.wav
08b03Nb.wav,EmoDB,N,8,processed_emodb\08b03Nb.wav
14a05Ta.wav,EmoDB,T,14,processed_emodb\14a05Ta.wav
03b09Wa.wav,EmoDB,W,3,processed_emodb\03b09Wa.wav
03b09La.wav,EmoDB,L,3,processed_emodb\03b09La.wav
03b02Na.wav,EmoDB,N,3,processed_emodb\03b02Na.wav
12a05Lb.wav,EmoDB,L,12,processed_emodb\12a05Lb.wav
13a07Lb.wav,EmoDB,L,13,processed_emodb\13a07Lb.wav
11b01Fc.wav,EmoDB,F,11,processed_emodb\11b01Fc.wav
13b10Wc.wav,EmoDB,W,13,processed_emodb\13b10Wc.wav
16a04Ea.wav,EmoDB,E,16,processed_emodb\16a04Ea.wav
13b09Fb.wav,EmoDB,F,13,processed_emodb\13b09Fb.wav
08b09Tb.wav,EmoDB,T,8,processed_emodb\08b09Tb.wav
16b10Tb.wav,EmoDB,T,16,processed_emodb\16b10Tb.wav
03b10Nc.wav,EmoDB,N,3,processed_emodb\03b10Nc.wav
13b03Wc.wav,EmoDB,W,13,processed_emodb\13b03Wc.wav
15a02Ea.wav,EmoDB,E,15,processed_emodb\15a02Ea.wav
03b01Wa.wav,EmoDB,W,3,processed_emodb\03b01Wa.wav
14a02Nc.wav,EmoDB,N,14,processed_emodb\14a02Nc.wav
15b10Nb.wav,EmoDB,N,15,processed_emodb\15b10Nb.wav
16b01Aa.wav,EmoDB,A,16,processed_emodb\16b01Aa.wav
10b01Lb.wav,EmoDB,L,10,processed_emodb\10b01Lb.wav
15b03Nb.wav,EmoDB,N,15,processed_emodb\15b03Nb.wav
14a07Na.wav,EmoDB,N,14,processed_emodb\14a07Na.wav
09b02Tb.wav,EmoDB,T,9,processed_emodb\09b02Tb.wav
14a04Wc.wav,EmoDB,W,14,processed_emodb\14a04Wc.wav
09a02Eb.wav,EmoDB,E,9,processed_emodb\09a02Eb.wav
11b09Na.wav,EmoDB,N,11,processed_emodb\11b09Na.wav
16b03Fa.wav,EmoDB,F,16,processed_emodb\16b03Fa.wav
13a04Lb.wav,EmoDB,L,13,processed_emodb\13a04Lb.wav
15b03Tc.wav,EmoDB,T,15,processed_emodb\15b03Tc.wav
16a01Fc.wav,EmoDB,F,16,processed_emodb\16a01Fc.wav
12b09Td.wav,EmoDB,T,12,processed_emodb\12b09Td.wav
10a02Wa.wav,EmoDB,W,10,processed_emodb\10a02Wa.wav
08b10Tc.wav,EmoDB,T,8,processed_emodb\08b10Tc.wav
09b01Ea.wav,EmoDB,E,9,processed_emodb\09b01Ea.wav
11a01Ld.wav,EmoDB,L,11,processed_emodb\11a01Ld.wav
12a07Wa.wav,EmoDB,W,12,processed_emodb\12a07Wa.wav
03a04Lc.wav,EmoDB,L,3,processed_emodb\03a04Lc.wav
10a07Ta.wav,EmoDB,T,10,processed_emodb\10a07Ta.wav
14a01Aa.wav,EmoDB,A,14,processed_emodb\14a01Aa.wav
13b03Fd.wav,EmoDB,F,13,processed_emodb\13b03Fd.wav
16a02Wb.wav,EmoDB,W,16,processed_emodb\16a02Wb.wav
14b03Ed.wav,EmoDB,E,14,processed_emodb\14b03Ed.wav
03b03Nb.wav,EmoDB,N,3,processed_emodb\03b03Nb.wav
16a02Nb.wav,EmoDB,N,16,processed_emodb\16a02Nb.wav
16b01Fa.wav,EmoDB,F,16,processed_emodb\16b01Fa.wav
08b09Wc.wav,EmoDB,W,8,processed_emodb\08b09Wc.wav
16b09La.wav,EmoDB,L,16,processed_emodb\16b09La.wav
14a07Wc.wav,EmoDB,W,14,processed_emodb\14a07Wc.wav
03b01Td.wav,EmoDB,T,3,processed_emodb\03b01Td.wav
03a05Aa.wav,EmoDB,A,3,processed_emodb\03a05Aa.wav
14b01Fc.wav,EmoDB,F,14,processed_emodb\14b01Fc.wav
16b10Td.wav,EmoDB,T,16,processed_emodb\16b10Td.wav
14a07Ld.wav,EmoDB,L,14,processed_emodb\14a07Ld.wav
03b01Wc.wav,EmoDB,W,3,processed_emodb\03b01Wc.wav
03b10Ec.wav,EmoDB,E,3,processed_emodb\03b10Ec.wav
03a05Wa.wav,EmoDB,W,3,processed_emodb\03a05Wa.wav
11a05Td.wav,EmoDB,T,11,processed_emodb\11a05Td.wav
11a01Aa.wav,EmoDB,A,11,processed_emodb\11a01Aa.wav
08b10Aa.wav,EmoDB,A,8,processed_emodb\08b10Aa.wav
15a07Fb.wav,EmoDB,F,15,processed_emodb\15a07Fb.wav
14b02Wb.wav,EmoDB,W,14,processed_emodb\14b02Wb.wav
15b03Aa.wav,EmoDB,A,15,processed_emodb\15b03Aa.wav
08b02Nb.wav,EmoDB,N,8,processed_emodb\08b02Nb.wav
09b03Fd.wav,EmoDB,F,9,processed_emodb\09b03Fd.wav
09b09Ea.wav,EmoDB,E,9,processed_emodb\09b09Ea.wav
08a02La.wav,EmoDB,L,8,processed_emodb\08a02La.wav
13b10Nc.wav,EmoDB,N,13,processed_emodb\13b10Nc.wav
16b01Eb.wav,EmoDB,E,16,processed_emodb\16b01Eb.wav
13a02Ta.wav,EmoDB,T,13,processed_emodb\13a02Ta.wav
08b10Wa.wav,EmoDB,W,8,processed_emodb\08b10Wa.wav
14a07Aa.wav,EmoDB,A,14,processed_emodb\14a07Aa.wav
13a04Wc.wav,EmoDB,W,13,processed_emodb\13a04Wc.wav
12a05Nd.wav,EmoDB,N,12,processed_emodb\12a05Nd.wav
10b03Tb.wav,EmoDB,T,10,processed_emodb\10b03Tb.wav
15b03Wa.wav,EmoDB,W,15,processed_emodb\15b03Wa.wav
14a04Aa.wav,EmoDB,A,14,processed_emodb\14a04Aa.wav
03b10Ab.wav,EmoDB,A,3,processed_emodb\03b10Ab.wav
11a04Nd.wav,EmoDB,N,11,processed_emodb\11a04Nd.wav
15b09Fa.wav,EmoDB,F,15,processed_emodb\15b09Fa.wav
14b02Wd.wav,EmoDB,W,14,processed_emodb\14b02Wd.wav
16a04Wb.wav,EmoDB,W,16,processed_emodb\16a04Wb.wav
11b03Fc.wav,EmoDB,F,11,processed_emodb\11b03Fc.wav
16a07Nb.wav,EmoDB,N,16,processed_emodb\16a07Nb.wav
09a07Na.wav,EmoDB,N,9,processed_emodb\09a07Na.wav
11b10Ad.wav,EmoDB,A,11,processed_emodb\11b10Ad.wav
13b09Ec.wav,EmoDB,E,13,processed_emodb\13b09Ec.wav
09a05Ed.wav,EmoDB,E,9,processed_emodb\09a05Ed.wav
13b10Ec.wav,EmoDB,E,13,processed_emodb\13b10Ec.wav
13a02Ad.wav,EmoDB,A,13,processed_emodb\13a02Ad.wav
16a02Ea.wav,EmoDB,E,16,processed_emodb\16a02Ea.wav
13a05Aa.wav,EmoDB,A,13,processed_emodb\13a05Aa.wav
03a02Wc.wav,EmoDB,W,3,processed_emodb\03a02Wc.wav
03a02Ta.wav,EmoDB,T,3,processed_emodb\03a02Ta.wav
12b09Wc.wav,EmoDB,W,12,processed_emodb\12b09Wc.wav
03a07Nc.wav,EmoDB,N,3,processed_emodb\03a07Nc.wav
09a02Wb.wav,EmoDB,W,9,processed_emodb\09a02Wb.wav
08a02Fe.wav,EmoDB,F,8,processed_emodb\08a02Fe.wav
16a07Wa.wav,EmoDB,W,16,processed_emodb\16a07Wa.wav
03a07Wc.wav,EmoDB,W,3,processed_emodb\03a07Wc.wav
15a04Ac.wav,EmoDB,A,15,processed_emodb\15a04Ac.wav
16b03Ea.wav,EmoDB,E,16,processed_emodb\16b03Ea.wav
14b09Ac.wav,EmoDB,A,14,processed_emodb\14b09Ac.wav
10a05Tb.wav,EmoDB,T,10,processed_emodb\10a05Tb.wav
11b09Ld.wav,EmoDB,L,11,processed_emodb\11b09Ld.wav
16b02Wb.wav,EmoDB,W,16,processed_emodb\16b02Wb.wav
10a07La.wav,EmoDB,L,10,processed_emodb\10a07La.wav
11b03Wa.wav,EmoDB,W,11,processed_emodb\11b03Wa.wav
13a05Ea.wav,EmoDB,E,13,processed_emodb\13a05Ea.wav
03b02Wb.wav,EmoDB,W,3,processed_emodb\03b02Wb.wav
09b01Wb.wav,EmoDB,W,9,processed_emodb\09b01Wb.wav
13b03Ac.wav,EmoDB,A,13,processed_emodb\13b03Ac.wav
09a05Tb.wav,EmoDB,T,9,processed_emodb\09a05Tb.wav
03b02La.wav,EmoDB,L,3,processed_emodb\03b02La.wav
13b09La.wav,EmoDB,L,13,processed_emodb\13b09La.wav
13a05Lc.wav,EmoDB,L,13,processed_emodb\13a05Lc.wav
13b01Ld.wav,EmoDB,L,13,processed_emodb\13b01Ld.wav
16a02Lb.wav,EmoDB,L,16,processed_emodb\16a02Lb.wav
08a02Tb.wav,EmoDB,T,8,processed_emodb\08a02Tb.wav
16a05Tb.wav,EmoDB,T,16,processed_emodb\16a05Tb.wav
14b09Lb.wav,EmoDB,L,14,processed_emodb\14b09Lb.wav
09b03Wb.wav,EmoDB,W,9,processed_emodb\09b03Wb.wav
08a02Ac.wav,EmoDB,A,8,processed_emodb\08a02Ac.wav
09a05Wc.wav,EmoDB,W,9,processed_emodb\09a05Wc.wav
16a04Tc.wav,EmoDB,T,16,processed_emodb\16a04Tc.wav
08b09Ab.wav,EmoDB,A,8,processed_emodb\08b09Ab.wav
11a05Wd.wav,EmoDB,W,11,processed_emodb\11a05Wd.wav
09a02Ea.wav,EmoDB,E,9,processed_emodb\09a02Ea.wav
16b01Wa.wav,EmoDB,W,16,processed_emodb\16b01Wa.wav
08a05Ta.wav,EmoDB,T,8,processed_emodb\08a05Ta.wav
15a04Wb.wav,EmoDB,W,15,processed_emodb\15a04Wb.wav
15b10Nc.wav,EmoDB,N,15,processed_emodb\15b10Nc.wav
11a05Fc.wav,EmoDB,F,11,processed_emodb\11a05Fc.wav
09b03Ta.wav,EmoDB,T,9,processed_emodb\09b03Ta.wav
14a01Ac.wav,EmoDB,A,14,processed_emodb\14a01Ac.wav
12b02Wd.wav,EmoDB,W,12,processed_emodb\12b02Wd.wav
13a02Lc.wav,EmoDB,L,13,processed_emodb\13a02Lc.wav
11a02Wc.wav,EmoDB,W,11,processed_emodb\11a02Wc.wav
10a05Ld.wav,EmoDB,L,10,processed_emodb\10a05Ld.wav
03a05Fc.wav,EmoDB,F,3,processed_emodb\03a05Fc.wav
10a02Lb.wav,EmoDB,L,10,processed_emodb\10a02Lb.wav
11a01Wc.wav,EmoDB,W,11,processed_emodb\11a01Wc.wav
09b09Wa.wav,EmoDB,W,9,processed_emodb\09b09Wa.wav
12b03Ta.wav,EmoDB,T,12,processed_emodb\12b03Ta.wav
14b09Wa.wav,EmoDB,W,14,processed_emodb\14b09Wa.wav
11b10Wa.wav,EmoDB,W,11,processed_emodb\11b10Wa.wav
08a04La.wav,EmoDB,L,8,processed_emodb\08a04La.wav
13b03Td.wav,EmoDB,T,13,processed_emodb\13b03Td.wav
11b02Wb.wav,EmoDB,W,11,processed_emodb\11b02Wb.wav
12a05Ab.wav,EmoDB,A,12,processed_emodb\12a05Ab.wav
09a04Fd.wav,EmoDB,F,9,processed_emodb\09a04Fd.wav
16b03Ad.wav,EmoDB,A,16,processed_emodb\16b03Ad.wav
11b03Nb.wav,EmoDB,N,11,processed_emodb\11b03Nb.wav
09b02Wc.wav,EmoDB,W,9,processed_emodb\09b02Wc.wav
13a01Lb.wav,EmoDB,L,13,processed_emodb\13a01Lb.wav
10b01Fa.wav,EmoDB,F,10,processed_emodb\10b01Fa.wav
15a02Ac.wav,EmoDB,A,15,processed_emodb\15a02Ac.wav
10a05Aa.wav,EmoDB,A,10,processed_emodb\10a05Aa.wav
09b10Wa.wav,EmoDB,W,9,processed_emodb\09b10Wa.wav
14b10Ad.wav,EmoDB,A,14,processed_emodb\14b10Ad.wav
16b02Aa.wav,EmoDB,A,16,processed_emodb\16b02Aa.wav
03a01Wa.wav,EmoDB,W,3,processed_emodb\03a01Wa.wav
15a04Wa.wav,EmoDB,W,15,processed_emodb\15a04Wa.wav
08b01Wa.wav,EmoDB,W,8,processed_emodb\08b01Wa.wav
08b01Na.wav,EmoDB,N,8,processed_emodb\08b01Na.wav
14b10Tc.wav,EmoDB,T,14,processed_emodb\14b10Tc.wav
12a07La.wav,EmoDB,L,12,processed_emodb\12a07La.wav
13b10La.wav,EmoDB,L,13,processed_emodb\13b10La.wav
13a02Ec.wav,EmoDB,E,13,processed_emodb\13a02Ec.wav
16b01La.wav,EmoDB,L,16,processed_emodb\16b01La.wav
10a01Nb.wav,EmoDB,N,10,processed_emodb\10a01Nb.wav
13a05Wa.wav,EmoDB,W,13,processed_emodb\13a05Wa.wav
08a04Wc.wav,EmoDB,W,8,processed_emodb\08a04Wc.wav
15a02Wd.wav,EmoDB,W,15,processed_emodb\15a02Wd.wav
15b10Wa.wav,EmoDB,W,15,processed_emodb\15b10Wa.wav
11b09Fd.wav,EmoDB,F,11,processed_emodb\11b09Fd.wav
15a07Fa.wav,EmoDB,F,15,processed_emodb\15a07Fa.wav
16a05La.wav,EmoDB,L,16,processed_emodb\16a05La.wav
14a05Wa.wav,EmoDB,W,14,processed_emodb\14a05Wa.wav
09b10Aa.wav,EmoDB,A,9,processed_emodb\09b10Aa.wav
15a05Fb.wav,EmoDB,F,15,processed_emodb\15a05Fb.wav
13a01Ec.wav,EmoDB,E,13,processed_emodb\13a01Ec.wav
11b09Wa.wav,EmoDB,W,11,processed_emodb\11b09Wa.wav
09b01Na.wav,EmoDB,N,9,processed_emodb\09b01Na.wav
14b01Wc.wav,EmoDB,W,14,processed_emodb\14b01Wc.wav
13a07Tc.wav,EmoDB,T,13,processed_emodb\13a07Tc.wav
10b10Lc.wav,EmoDB,L,10,processed_emodb\10b10Lc.wav
16b09Fb.wav,EmoDB,F,16,processed_emodb\16b09Fb.wav
10b10Wa.wav,EmoDB,W,10,processed_emodb\10b10Wa.wav
16b10Wa.wav,EmoDB,W,16,processed_emodb\16b10Wa.wav
11b01Lb.wav,EmoDB,L,11,processed_emodb\11b01Lb.wav
15b01Ec.wav,EmoDB,E,15,processed_emodb\15b01Ec.wav
15a07Ld.wav,EmoDB,L,15,processed_emodb\15a07Ld.wav
11a05Lc.wav,EmoDB,L,11,processed_emodb\11a05Lc.wav
14b01Na.wav,EmoDB,N,14,processed_emodb\14b01Na.wav
10a02Na.wav,EmoDB,N,10,processed_emodb\10a02Na.wav
14b10Eb.wav,EmoDB,E,14,processed_emodb\14b10Eb.wav
14a07Tc.wav,EmoDB,T,14,processed_emodb\14a07Tc.wav
09b03Fa.wav,EmoDB,F,9,processed_emodb\09b03Fa.wav
08b03Wd.wav,EmoDB,W,8,processed_emodb\08b03Wd.wav
08b09Fd.wav,EmoDB,F,8,processed_emodb\08b09Fd.wav
10b10Fc.wav,EmoDB,F,10,processed_emodb\10b10Fc.wav
15a02La.wav,EmoDB,L,15,processed_emodb\15a02La.wav
12b02Ad.wav,EmoDB,A,12,processed_emodb\12b02Ad.wav
12a07Ac.wav,EmoDB,A,12,processed_emodb\12a07Ac.wav
16a01Lb.wav,EmoDB,L,16,processed_emodb\16a01Lb.wav
12a02Wa.wav,EmoDB,W,12,processed_emodb\12a02Wa.wav
11b02Td.wav,EmoDB,T,11,processed_emodb\11b02Td.wav
16b01Lc.wav,EmoDB,L,16,processed_emodb\16b01Lc.wav
13b02Wa.wav,EmoDB,W,13,processed_emodb\13b02Wa.wav
08a05Fe.wav,EmoDB,F,8,processed_emodb\08a05Fe.wav
16b09Lb.wav,EmoDB,L,16,processed_emodb\16b09Lb.wav
14b01Ac.wav,EmoDB,A,14,processed_emodb\14b01Ac.wav
15a05Na.wav,EmoDB,N,15,processed_emodb\15a05Na.wav
16b01Wb.wav,EmoDB,W,16,processed_emodb\16b01Wb.wav
10b01Ea.wav,EmoDB,E,10,processed_emodb\10b01Ea.wav
15a07Ac.wav,EmoDB,A,15,processed_emodb\15a07Ac.wav
08b02Wd.wav,EmoDB,W,8,processed_emodb\08b02Wd.wav
14b02Na.wav,EmoDB,N,14,processed_emodb\14b02Na.wav
14a05Fb.wav,EmoDB,F,14,processed_emodb\14a05Fb.wav
11b10Nc.wav,EmoDB,N,11,processed_emodb\11b10Nc.wav
09a04Nb.wav,EmoDB,N,9,processed_emodb\09a04Nb.wav
08b09Wa.wav,EmoDB,W,8,processed_emodb\08b09Wa.wav
10a04Wa.wav,EmoDB,W,10,processed_emodb\10a04Wa.wav
11b02Fd.wav,EmoDB,F,11,processed_emodb\11b02Fd.wav
08a07Fd.wav,EmoDB,F,8,processed_emodb\08a07Fd.wav
13a07Wb.wav,EmoDB,W,13,processed_emodb\13a07Wb.wav
15a05Lb.wav,EmoDB,L,15,processed_emodb\15a05Lb.wav
14a05Ac.wav,EmoDB,A,14,processed_emodb\14a05Ac.wav
11b10Ld.wav,EmoDB,L,11,processed_emodb\11b10Ld.wav
13b10Fa.wav,EmoDB,F,13,processed_emodb\13b10Fa.wav
10a01Ac.wav,EmoDB,A,10,processed_emodb\10a01Ac.wav
16b10Eb.wav,EmoDB,E,16,processed_emodb\16b10Eb.wav
10a07Wb.wav,EmoDB,W,10,processed_emodb\10a07Wb.wav
16b09Wb.wav,EmoDB,W,16,processed_emodb\16b09Wb.wav
10b01Aa.wav,EmoDB,A,10,processed_emodb\10b01Aa.wav
15b10Ac.wav,EmoDB,A,15,processed_emodb\15b10Ac.wav
10a04Wb.wav,EmoDB,W,10,processed_emodb\10a04Wb.wav
14a04Ed.wav,EmoDB,E,14,processed_emodb\14a04Ed.wav
14b01Fa.wav,EmoDB,F,14,processed_emodb\14b01Fa.wav
08a01Ab.wav,EmoDB,A,8,processed_emodb\08a01Ab.wav
15a02Wb.wav,EmoDB,W,15,processed_emodb\15a02Wb.wav
16b02Lb.wav,EmoDB,L,16,processed_emodb\16b02Lb.wav
12a05Ta.wav,EmoDB,T,12,processed_emodb\12a05Ta.wav
15a01Nb.wav,EmoDB,N,15,processed_emodb\15a01Nb.wav
13b01Ec.wav,EmoDB,E,13,processed_emodb\13b01Ec.wav
09b03Nb.wav,EmoDB,N,9,processed_emodb\09b03Nb.wav
16a05Fc.wav,EmoDB,F,16,processed_emodb\16a05Fc.wav
14a01Wc.wav,EmoDB,W,14,processed_emodb\14a01Wc.wav
13a04Ac.wav,EmoDB,A,13,processed_emodb\13a04Ac.wav
16a07La.wav,EmoDB,L,16,processed_emodb\16a07La.wav
13a02Wa.wav,EmoDB,W,13,processed_emodb\13a02Wa.wav
03b03Wc.wav,EmoDB,W,3,processed_emodb\03b03Wc.wav
09a07Eb.wav,EmoDB,E,9,processed_emodb\09a07Eb.wav
16b02Eb.wav,EmoDB,E,16,processed_emodb\16b02Eb.wav
13b09Na.wav,EmoDB,N,13,processed_emodb\13b09Na.wav
03b02Tb.wav,EmoDB,T,3,processed_emodb\03b02Tb.wav
08a07Wc.wav,EmoDB,W,8,processed_emodb\08a07Wc.wav
03b03Tc.wav,EmoDB,T,3,processed_emodb\03b03Tc.wav
12a02Ac.wav,EmoDB,A,12,processed_emodb\12a02Ac.wav
09a05Lc.wav,EmoDB,L,9,processed_emodb\09a05Lc.wav
15a01Wa.wav,EmoDB,W,15,processed_emodb\15a01Wa.wav
11b02Ab.wav,EmoDB,A,11,processed_emodb\11b02Ab.wav
03b01Nb.wav,EmoDB,N,3,processed_emodb\03b01Nb.wav
15b09La.wav,EmoDB,L,15,processed_emodb\15b09La.wav
16a04La.wav,EmoDB,L,16,processed_emodb\16a04La.wav
13b01Wa.wav,EmoDB,W,13,processed_emodb\13b01Wa.wav
09a04Wa.wav,EmoDB,W,9,processed_emodb\09a04Wa.wav
14a05Aa.wav,EmoDB,A,14,processed_emodb\14a05Aa.wav
16b02Fd.wav,EmoDB,F,16,processed_emodb\16b02Fd.wav
13b02Lc.wav,EmoDB,L,13,processed_emodb\13b02Lc.wav
03a02Nc.wav,EmoDB,N,3,processed_emodb\03a02Nc.wav
11b03Lc.wav,EmoDB,L,11,processed_emodb\11b03Lc.wav
10b02Wb.wav,EmoDB,W,10,processed_emodb\10b02Wb.wav
08b10La.wav,EmoDB,L,8,processed_emodb\08b10La.wav
12a02Nb.wav,EmoDB,N,12,processed_emodb\12a02Nb.wav
08a07Tb.wav,EmoDB,T,8,processed_emodb\08a07Tb.wav
03b09Nc.wav,EmoDB,N,3,processed_emodb\03b09Nc.wav
10b09Wb.wav,EmoDB,W,10,processed_emodb\10b09Wb.wav
12a02Ec.wav,EmoDB,E,12,processed_emodb\12a02Ec.wav
09a01Fa.wav,EmoDB,F,9,processed_emodb\09a01Fa.wav
11b03Td.wav,EmoDB,T,11,processed_emodb\11b03Td.wav
11a02Ld.wav,EmoDB,L,11,processed_emodb\11a02Ld.wav
