filename,dataset,emotion,actor,filepath
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\13b09Fc.wav,EmoDB,F,13,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\13b09Fc.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\08b10Fd.wav,EmoDB,F,08,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\08b10Fd.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\12a01Nb.wav,EmoDB,N,12,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\12a01Nb.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\14a07Fd.wav,EmoDB,F,14,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\14a07Fd.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\11b09Ad.wav,EmoDB,A,11,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\11b09Ad.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\03b10Na.wav,EmoDB,N,03,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\03b10Na.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\08b09Lc.wav,EmoDB,L,08,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\08b09Lc.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\03a04Ta.wav,EmoDB,T,03,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\03a04Ta.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\08a04Nc.wav,EmoDB,N,08,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\08a04Nc.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\15a05Eb.wav,EmoDB,E,15,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\15a05Eb.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\14b09Ea.wav,EmoDB,E,14,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\14b09Ea.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\08b01Aa.wav,EmoDB,A,08,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\08b01Aa.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\16b09Ab.wav,EmoDB,A,16,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\16b09Ab.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\09a01Nb.wav,EmoDB,N,09,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\09a01Nb.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\11a04Fd.wav,EmoDB,F,11,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\11a04Fd.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\11a07Ta.wav,EmoDB,T,11,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\11a07Ta.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\14a05Wb.wav,EmoDB,W,14,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\14a05Wb.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\15a07Nc.wav,EmoDB,N,15,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\15a07Nc.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\15b01Lb.wav,EmoDB,L,15,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\15b01Lb.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\11a02Ec.wav,EmoDB,E,11,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\11a02Ec.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\10b09Ad.wav,EmoDB,A,10,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\10b09Ad.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\16b03Fd.wav,EmoDB,F,16,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\16b03Fd.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\12b10Ld.wav,EmoDB,L,12,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\12b10Ld.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\09a07Ta.wav,EmoDB,T,09,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\09a07Ta.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\16a04Fa.wav,EmoDB,F,16,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\16a04Fa.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\14b02Fb.wav,EmoDB,F,14,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\14b02Fb.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\15b03Wb.wav,EmoDB,W,15,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\15b03Wb.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\15b02Tc.wav,EmoDB,T,15,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\15b02Tc.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\14a01Wa.wav,EmoDB,W,14,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\14a01Wa.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\09b03Lb.wav,EmoDB,L,09,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\09b03Lb.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\12b09Ac.wav,EmoDB,A,12,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\12b09Ac.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\12b02Na.wav,EmoDB,N,12,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\12b02Na.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\12b01Ta.wav,EmoDB,T,12,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\12b01Ta.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\12b02Fb.wav,EmoDB,F,12,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\12b02Fb.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\12a04Wc.wav,EmoDB,W,12,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\12a04Wc.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\08b02Ff.wav,EmoDB,F,08,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\08b02Ff.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\12b10Ac.wav,EmoDB,A,12,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\12b10Ac.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\13a02Nc.wav,EmoDB,N,13,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\13a02Nc.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\13a01Fd.wav,EmoDB,F,13,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\13a01Fd.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\10b03La.wav,EmoDB,L,10,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\10b03La.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\13a01Nb.wav,EmoDB,N,13,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\13a01Nb.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\14a04Wb.wav,EmoDB,W,14,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\14a04Wb.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\13a05Wc.wav,EmoDB,W,13,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\13a05Wc.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\08b03Tc.wav,EmoDB,T,08,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\08b03Tc.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\16b10Lb.wav,EmoDB,L,16,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\16b10Lb.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\15b02Aa.wav,EmoDB,A,15,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\15b02Aa.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\14a05Lb.wav,EmoDB,L,14,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\14a05Lb.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\16a02Tc.wav,EmoDB,T,16,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\16a02Tc.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\10b09Lb.wav,EmoDB,L,10,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\10b09Lb.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\03a01Nc.wav,EmoDB,N,03,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\03a01Nc.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\03a04Ad.wav,EmoDB,A,03,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\03a04Ad.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\16b03Ta.wav,EmoDB,T,16,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\16b03Ta.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\14b09Fc.wav,EmoDB,F,14,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\14b09Fc.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\14a02Ea.wav,EmoDB,E,14,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\14a02Ea.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\13a05Nb.wav,EmoDB,N,13,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\13a05Nb.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\11a07Ld.wav,EmoDB,L,11,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\11a07Ld.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\14b03Wb.wav,EmoDB,W,14,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\14b03Wb.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\12b02Wa.wav,EmoDB,W,12,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\12b02Wa.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\16a02Ec.wav,EmoDB,E,16,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\16a02Ec.wav
C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\12a05Wb.wav,EmoDB,W,12,C:\Users\ngovi\.cache\kagglehub\datasets\piyushagni5\berlin-database-of-emotional-speech-emodb\versions\1\wav\12a05Wb.wav
